nodei;nodej;frechet_m;direccion;longitud1_m;longitud2_m;longitud_promedio_m;diferencia_relativa_pct;duplicadas;atributos_iguales
142181;142150;0.0;invertida;509.84;509.84;509.84;0.0;Sí;Sí
148948;148940;0.0;invertida;106.62;106.62;106.62;0.0;Sí;Sí
146186;146333;0.0;invertida;2043.27;2043.27;2043.27;0.0;Sí;Sí
146547;146508;0.0;invertida;160.11;160.11;160.11;0.0;Sí;Sí
144685;144695;0.0;invertida;136.94;136.94;136.94;0.0;Sí;Sí
150026;150070;0.0;invertida;316.79;316.79;316.79;0.0;Sí;Sí
144817;144794;0.0;invertida;169.97;169.97;169.97;0.0;Sí;Sí
143634;143766;0.0;invertida;1244.9;1244.9;1244.9;0.0;Sí;Sí
148134;148023;0.0;invertida;347.8;347.8;347.8;0.0;Sí;Sí
75096;147842;0.0;invertida;447.55;447.55;447.55;0.0;Sí;Sí
144728;144737;0.0;invertida;82.25;82.25;82.25;0.0;Sí;Sí
146979;146973;0.0;invertida;67.46;67.46;67.46;0.0;Sí;Sí
208192;147772;0.0;invertida;81.95;81.95;81.95;0.0;Sí;Sí
143658;143666;0.0;invertida;105.3;105.3;105.3;0.0;Sí;Sí
208186;148036;0.0;invertida;623.84;623.84;623.84;0.0;Sí;Sí
143809;143823;0.0;invertida;345.56;345.56;345.56;0.0;Sí;Sí
148356;148303;0.0;invertida;218.41;218.41;218.41;0.0;Sí;Sí
149256;149158;0.0;invertida;1103.15;1103.15;1103.15;0.0;Sí;Sí
146133;146111;0.0;invertida;156.51;156.51;156.51;0.0;Sí;Sí
151376;151531;0.0;invertida;684.43;684.43;684.43;0.0;Sí;Sí
149317;149343;0.0;invertida;1934.29;1934.29;1934.29;0.0;Sí;Sí
147122;147068;0.0;invertida;170.77;170.77;170.77;0.0;Sí;Sí
147777;75189;0.0;invertida;244.16;244.16;244.16;0.0;Sí;Sí
144699;144303;0.0;invertida;2804.81;2804.81;2804.81;0.0;Sí;Sí
147658;147676;0.0;invertida;106.75;106.75;106.75;0.0;Sí;Sí
147529;75114;0.0;invertida;318.55;318.55;318.55;0.0;Sí;Sí
149092;148941;0.0;invertida;3258.09;3258.09;3258.09;0.0;Sí;Sí
149900;149862;0.0;invertida;135.41;135.41;135.41;0.0;Sí;Sí
144404;144437;0.0;invertida;1416.0;1416.0;1416.0;0.0;Sí;Sí
149116;149351;0.0;invertida;3014.38;3014.38;3014.38;0.0;Sí;Sí
147626;147605;0.0;invertida;139.49;139.49;139.49;0.0;Sí;Sí
142275;142283;0.0;invertida;4.93;4.93;4.93;0.0;Sí;Sí
75113;147404;0.0;invertida;218.48;218.48;218.48;0.0;Sí;Sí
142568;142386;0.0;invertida;2970.93;2970.93;2970.93;0.0;Sí;Sí
146449;146399;0.0;invertida;313.39;313.39;313.39;0.0;Sí;Sí
148484;148508;0.0;invertida;215.89;215.89;215.89;0.0;Sí;Sí
144437;144543;0.0;invertida;622.85;622.85;622.85;0.0;Sí;Sí
148728;148762;0.0;invertida;272.9;272.9;272.9;0.0;Sí;Sí
148877;148783;0.0;invertida;2725.92;2725.92;2725.92;0.0;Sí;Sí
144752;144737;0.0;invertida;292.49;292.49;292.49;0.0;Sí;Sí
148260;148303;0.0;invertida;187.66;187.66;187.66;0.0;Sí;Sí
147387;147351;0.0;invertida;126.76;126.76;126.76;0.0;Sí;Sí
147752;147745;0.0;invertida;38.31;38.31;38.31;0.0;Sí;Sí
149673;149723;0.0;invertida;383.83;383.83;383.83;0.0;Sí;Sí
149200;149083;0.0;invertida;1103.33;1103.33;1103.33;0.0;Sí;Sí
75120;148201;0.0;invertida;63.57;63.57;63.57;0.0;Sí;Sí
146973;146967;0.0;invertida;66.51;66.51;66.51;0.0;Sí;Sí
145617;145927;0.0;invertida;1232.36;1232.36;1232.36;0.0;Sí;Sí
146592;146612;0.0;invertida;381.29;381.29;381.29;0.0;Sí;Sí
148213;148334;0.0;invertida;450.35;450.35;450.35;0.0;Sí;Sí
143824;143823;0.0;invertida;100.81;100.81;100.81;0.0;Sí;Sí
147390;147095;0.0;invertida;817.31;817.31;817.31;0.0;Sí;Sí
146619;146589;0.0;invertida;375.48;375.48;375.48;0.0;Sí;Sí
144744;144978;0.0;invertida;2542.81;2542.81;2542.81;0.0;Sí;Sí
147233;147213;0.0;invertida;421.2;421.2;421.2;0.0;Sí;Sí
149504;149516;0.0;invertida;182.99;182.99;182.99;0.0;Sí;Sí
146641;146713;0.0;invertida;265.92;265.92;265.92;0.0;Sí;Sí
148402;148470;0.0;invertida;225.15;225.15;225.15;0.0;Sí;Sí
207930;147974;0.0;invertida;467.25;467.25;467.25;0.0;Sí;Sí
146560;146562;0.0;invertida;32.66;32.66;32.66;0.0;Sí;Sí
145353;145402;0.0;invertida;293.85;293.85;293.85;0.0;Sí;Sí
147883;147829;0.0;invertida;151.3;151.3;151.3;0.0;Sí;Sí
147573;147534;0.0;invertida;121.7;121.7;121.7;0.0;Sí;Sí
148180;147663;0.0;invertida;2164.4;2164.4;2164.4;0.0;Sí;Sí
149500;149317;0.0;invertida;1476.08;1476.08;1476.08;0.0;Sí;Sí
144000;143829;0.0;invertida;2555.97;2555.97;2555.97;0.0;Sí;Sí
145642;145471;0.0;invertida;789.33;789.33;789.33;0.0;Sí;Sí
149200;149211;0.0;invertida;206.33;206.33;206.33;0.0;Sí;Sí
145418;145495;0.0;invertida;649.02;649.02;649.02;0.0;Sí;Sí
146424;146439;0.0;invertida;573.2;573.2;573.2;0.0;Sí;Sí
149680;149774;3.899;invertida;699.94;703.84;701.89;0.56;Sí;Sí
146633;146668;0.0;invertida;117.22;117.22;117.22;0.0;Sí;Sí
147625;147673;0.0;invertida;263.77;263.77;263.77;0.0;Sí;Sí
146264;146206;0.0;invertida;320.34;320.34;320.34;0.0;Sí;Sí
149635;149653;0.0;invertida;97.26;97.26;97.26;0.0;Sí;Sí
147504;208219;0.0;invertida;1010.76;1010.76;1010.76;0.0;Sí;Sí
147868;147871;0.0;invertida;63.96;63.96;63.96;0.0;Sí;Sí
148442;148413;0.0;invertida;73.81;73.81;73.81;0.0;Sí;Sí
147730;147717;0.0;invertida;62.62;62.62;62.62;0.0;Sí;Sí
149529;149511;0.0;invertida;104.43;104.43;104.43;0.0;Sí;Sí
145564;145974;0.0;invertida;2202.55;2202.55;2202.55;0.0;Sí;Sí
149569;149557;0.0;invertida;387.73;387.73;387.73;0.0;Sí;Sí
149211;149638;0.0;invertida;3880.86;3880.86;3880.86;0.0;Sí;Sí
147974;148111;0.0;invertida;406.55;406.55;406.55;0.0;Sí;Sí
148369;148383;0.0;invertida;130.22;130.22;130.22;0.0;Sí;Sí
147746;147772;0.0;invertida;126.35;126.35;126.35;0.0;Sí;Sí
146594;146658;0.0;invertida;1302.59;1302.59;1302.59;0.0;Sí;Sí
75108;147871;0.0;invertida;106.0;106.0;106.0;0.0;Sí;Sí
151562;151559;0.0;invertida;31.77;31.77;31.77;0.0;Sí;Sí
146947;146901;0.0;invertida;148.85;148.85;148.85;0.0;Sí;Sí
148820;148791;0.0;invertida;175.54;175.54;175.54;0.0;Sí;Sí
146258;146235;0.0;invertida;122.9;122.9;122.9;0.0;Sí;Sí
147685;147742;0.0;invertida;1118.62;1118.62;1118.62;0.0;Sí;Sí
143942;143870;0.0;invertida;623.52;623.52;623.52;0.0;Sí;Sí
145010;145358;0.0;invertida;1904.1;1904.1;1904.1;0.0;Sí;Sí
148594;148685;0.0;invertida;585.57;585.57;585.57;0.0;Sí;Sí
143525;143750;0.0;invertida;3144.56;3144.56;3144.56;0.0;Sí;Sí
142347;143262;0.0;invertida;0.21;0.21;0.21;0.0;Sí;Sí
146476;146471;0.0;invertida;208.24;208.24;208.24;0.0;Sí;Sí
146770;146747;0.0;invertida;83.2;83.2;83.2;0.0;Sí;Sí
148922;148899;0.0;invertida;228.61;228.61;228.61;0.0;Sí;Sí
149067;148956;0.0;invertida;1052.67;1052.67;1052.67;0.0;Sí;Sí
149090;148948;0.0;invertida;2116.94;2116.94;2116.94;0.0;Sí;Sí
148888;148867;0.0;invertida;71.71;71.71;71.71;0.0;Sí;Sí
148784;148681;0.0;invertida;535.94;535.94;535.94;0.0;Sí;Sí
147576;147605;0.0;invertida;130.38;130.38;130.38;0.0;Sí;Sí
149567;149359;0.0;invertida;2543.48;2543.48;2543.48;0.0;Sí;Sí
149017;149077;0.0;invertida;531.81;531.81;531.81;0.0;Sí;Sí
147537;147522;0.0;invertida;88.15;88.15;88.15;0.0;Sí;Sí
149745;149723;0.0;invertida;171.43;171.43;171.43;0.0;Sí;Sí
148611;148605;0.0;invertida;36.5;36.5;36.5;0.0;Sí;Sí
148872;148866;0.0;invertida;57.41;57.41;57.41;0.0;Sí;Sí
147936;147914;0.0;invertida;117.75;117.75;117.75;0.0;Sí;Sí
148180;148214;0.0;invertida;119.42;119.42;119.42;0.0;Sí;Sí
146339;146319;0.0;invertida;205.86;205.86;205.86;0.0;Sí;Sí
149329;149567;0.0;invertida;2786.6;2786.6;2786.6;0.0;Sí;Sí
147986;207930;0.0;invertida;175.0;175.0;175.0;0.0;Sí;Sí
143933;143958;0.0;invertida;273.04;273.04;273.04;0.0;Sí;Sí
152790;152190;0.0;invertida;2.67;2.67;2.67;0.0;Sí;Sí
148636;148631;0.0;invertida;188.27;188.27;188.27;0.0;Sí;Sí
149507;149123;0.0;invertida;3771.05;3771.05;3771.05;0.0;Sí;Sí
208192;147846;0.0;invertida;171.49;171.49;171.49;0.0;Sí;Sí
146817;146998;0.0;invertida;588.23;588.23;588.23;0.0;Sí;Sí
148215;148159;0.0;invertida;184.55;184.55;184.55;0.0;Sí;Sí
145717;145870;0.0;invertida;479.29;479.29;479.29;0.0;Sí;Sí
146426;146471;0.0;invertida;283.78;283.78;283.78;0.0;Sí;Sí
148389;148413;0.0;invertida;108.04;108.04;108.04;0.0;Sí;Sí
146633;146486;0.0;invertida;635.52;635.52;635.52;0.0;Sí;Sí
146483;146476;0.0;invertida;250.98;250.98;250.98;0.0;Sí;Sí
148209;148188;0.0;invertida;242.85;242.85;242.85;0.0;Sí;Sí
146802;146623;0.0;invertida;1457.18;1457.18;1457.18;0.0;Sí;Sí
147233;147351;0.0;invertida;192.32;192.32;192.32;0.0;Sí;Sí
148392;148398;0.0;invertida;65.12;65.12;65.12;0.0;Sí;Sí
142188;142181;0.0;invertida;151.73;151.73;151.73;0.0;Sí;Sí
146741;146807;0.0;invertida;233.6;233.6;233.6;0.0;Sí;Sí
75106;148587;0.0;invertida;67.44;67.44;67.44;0.0;Sí;Sí
149504;149501;0.0;invertida;78.1;78.1;78.1;0.0;Sí;Sí
149676;149709;0.0;invertida;260.04;260.04;260.04;0.0;Sí;Sí
145555;145599;0.0;invertida;193.24;193.24;193.24;0.0;Sí;Sí
149628;149567;0.0;invertida;675.71;675.71;675.71;0.0;Sí;Sí
144914;144467;0.0;invertida;3002.44;3002.44;3002.44;0.0;Sí;Sí
145832;145607;0.0;invertida;815.69;815.69;815.69;0.0;Sí;Sí
147818;147842;0.0;invertida;53.33;53.33;53.33;0.0;Sí;Sí
146123;146206;0.0;invertida;483.87;483.87;483.87;0.0;Sí;Sí
145760;145650;0.0;invertida;750.87;750.87;750.87;0.0;Sí;Sí
148624;75118;0.0;invertida;100.77;100.77;100.77;0.0;Sí;Sí
147576;147558;0.0;invertida;86.21;86.21;86.21;0.0;Sí;Sí
146864;146539;0.0;invertida;1083.72;1083.72;1083.72;0.0;Sí;Sí
148907;148956;0.0;invertida;348.8;348.8;348.8;0.0;Sí;Sí
144953;144950;0.0;invertida;38.41;38.41;38.41;0.0;Sí;Sí
146794;146591;0.0;invertida;672.53;672.53;672.53;0.0;Sí;Sí
148611;148614;0.0;invertida;74.06;74.06;74.06;0.0;Sí;Sí
150556;151332;0.0;invertida;6138.43;6138.43;6138.43;0.0;Sí;Sí
149420;149470;0.0;invertida;597.87;597.87;597.87;0.0;Sí;Sí
145235;145599;0.0;invertida;3357.47;3357.47;3357.47;0.0;Sí;Sí
147656;147746;0.0;invertida;701.51;701.51;701.51;0.0;Sí;Sí
207930;147868;0.0;invertida;289.45;289.45;289.45;0.0;Sí;Sí
143696;143596;0.0;invertida;1340.77;1340.77;1340.77;0.0;Sí;Sí
146123;146118;0.0;invertida;250.32;250.32;250.32;0.0;Sí;Sí
145656;145602;0.0;invertida;321.42;321.42;321.42;0.0;Sí;Sí
146792;146809;0.0;invertida;133.9;133.9;133.9;0.0;Sí;Sí
143608;143620;0.0;invertida;72.75;72.75;72.75;0.0;Sí;Sí
147180;146772;0.0;invertida;1527.75;1527.75;1527.75;0.0;Sí;Sí
149655;149647;0.0;invertida;59.54;59.54;59.54;0.0;Sí;Sí
148856;148863;0.0;invertida;80.06;80.06;80.06;0.0;Sí;Sí
147016;148365;0.0;invertida;3601.51;3601.51;3601.51;0.0;Sí;Sí
144852;144543;0.0;invertida;2128.27;2128.27;2128.27;0.0;Sí;Sí
147909;147878;0.0;invertida;256.19;256.19;256.19;0.0;Sí;Sí
146264;146280;0.0;invertida;89.11;89.11;89.11;0.0;Sí;Sí
147504;147489;0.0;invertida;57.67;57.67;57.67;0.0;Sí;Sí
148224;148278;0.0;invertida;235.77;235.77;235.77;0.0;Sí;Sí
208192;147791;0.0;invertida;106.11;106.11;106.11;0.0;Sí;Sí
144978;145010;0.0;invertida;189.09;189.09;189.09;0.0;Sí;Sí
145642;145740;0.0;invertida;460.69;460.69;460.69;0.0;Sí;Sí
150776;150833;0.0;invertida;3596.35;3596.35;3596.35;0.0;Sí;Sí
144001;144308;0.0;invertida;4052.47;4052.47;4052.47;0.0;Sí;Sí
147392;147489;0.0;invertida;255.79;255.79;255.79;0.0;Sí;Sí
147971;147958;0.0;invertida;44.6;44.6;44.6;0.0;Sí;Sí
148899;148839;0.0;invertida;273.76;273.76;273.76;0.0;Sí;Sí
147953;147964;0.0;invertida;163.53;163.53;163.53;0.0;Sí;Sí
75002;148092;0.0;invertida;822.27;822.27;822.27;0.0;Sí;Sí
148371;148381;0.0;invertida;229.0;229.0;229.0;0.0;Sí;Sí
146588;146575;0.0;invertida;283.51;283.51;283.51;0.0;Sí;Sí
146258;146314;0.0;invertida;739.82;739.82;739.82;0.0;Sí;Sí
148032;148036;0.0;invertida;334.51;334.51;334.51;0.0;Sí;Sí
148210;148180;0.0;invertida;311.25;311.25;311.25;0.0;Sí;Sí
146928;147594;0.0;invertida;4056.47;4056.47;4056.47;0.0;Sí;Sí
207929;147315;0.0;invertida;188.81;188.81;188.81;0.0;Sí;Sí
148817;148485;0.0;invertida;2812.3;2812.3;2812.3;0.0;Sí;Sí
146749;146701;0.0;invertida;157.67;157.67;157.67;0.0;Sí;Sí
146814;146783;0.0;invertida;325.12;325.12;325.12;0.0;Sí;Sí
144992;144994;0.0;invertida;116.29;116.29;116.29;0.0;Sí;Sí
148751;148711;0.0;invertida;236.24;236.24;236.24;0.0;Sí;Sí
149377;149420;0.0;invertida;623.59;623.59;623.59;0.0;Sí;Sí
147656;119421;0.0;invertida;261.53;261.53;261.53;0.0;Sí;Sí
145776;145545;0.0;invertida;0.1;0.1;0.1;0.0;Sí;Sí
149803;149829;0.0;invertida;162.32;162.32;162.32;0.0;Sí;Sí
149418;149349;0.0;invertida;657.35;657.35;657.35;0.0;Sí;Sí
148098;148100;0.0;invertida;54.0;54.0;54.0;0.0;Sí;Sí
144736;144694;0.0;invertida;358.79;358.79;358.79;0.0;Sí;Sí
144661;144686;0.0;invertida;189.52;189.52;189.52;0.0;Sí;Sí
149626;149507;0.0;invertida;931.28;931.28;931.28;0.0;Sí;Sí
146865;146851;0.0;invertida;409.61;409.61;409.61;0.0;Sí;Sí
148288;148284;0.0;invertida;44.22;44.22;44.22;0.0;Sí;Sí
149017;149004;0.0;invertida;123.29;123.29;123.29;0.0;Sí;Sí
150361;150498;0.0;invertida;2439.91;2439.91;2439.91;0.0;Sí;Sí
148817;148749;0.0;invertida;411.33;411.33;411.33;0.0;Sí;Sí
148080;148007;0.0;invertida;441.84;441.84;441.84;0.0;Sí;Sí
148914;148941;0.0;invertida;197.21;197.21;197.21;0.0;Sí;Sí
150041;149900;0.0;invertida;705.42;705.42;705.42;0.0;Sí;Sí
149360;149341;0.0;invertida;303.57;303.57;303.57;0.0;Sí;Sí
148370;148365;0.0;invertida;40.17;40.17;40.17;0.0;Sí;Sí
146426;146420;0.0;invertida;42.12;42.12;42.12;0.0;Sí;Sí
148603;148524;0.0;invertida;975.24;975.24;975.24;0.0;Sí;Sí
144961;144817;0.0;invertida;927.2;927.2;927.2;0.0;Sí;Sí
148200;75189;0.0;invertida;893.46;893.46;893.46;0.0;Sí;Sí
142208;142223;0.0;invertida;188.33;188.33;188.33;0.0;Sí;Sí
149123;149111;0.0;invertida;171.56;171.56;171.56;0.0;Sí;Sí
146606;146623;0.0;invertida;1622.39;1622.39;1622.39;0.0;Sí;Sí
147752;147764;0.0;invertida;69.23;69.23;69.23;0.0;Sí;Sí
150434;150498;0.0;invertida;351.04;351.04;351.04;0.0;Sí;Sí
145471;145423;0.0;invertida;242.34;242.34;242.34;0.0;Sí;Sí
144227;144021;0.0;invertida;1927.03;1927.03;1927.03;0.0;Sí;Sí
149673;149578;0.0;invertida;776.36;776.36;776.36;0.0;Sí;Sí
148888;148925;0.0;invertida;685.93;685.93;685.93;0.0;Sí;Sí
149664;149669;0.0;invertida;635.98;635.98;635.98;0.0;Sí;Sí
149092;149087;0.0;invertida;366.74;366.74;366.74;0.0;Sí;Sí
145832;145890;0.0;invertida;221.03;221.03;221.03;0.0;Sí;Sí
151089;151223;0.0;invertida;1118.71;1118.71;1118.71;0.0;Sí;Sí
146641;146598;0.0;invertida;403.46;403.46;403.46;0.0;Sí;Sí
146370;146474;0.0;invertida;727.0;727.0;727.0;0.0;Sí;Sí
148826;148820;0.0;invertida;42.32;42.32;42.32;0.0;Sí;Sí
148392;148357;0.0;invertida;160.67;160.67;160.67;0.0;Sí;Sí
75104;148548;0.0;invertida;87.38;87.38;87.38;0.0;Sí;Sí
148530;148535;0.0;invertida;56.48;56.48;56.48;0.0;Sí;Sí
149233;148975;0.0;invertida;2514.48;2514.48;2514.48;0.0;Sí;Sí
148426;148430;0.0;invertida;52.03;52.03;52.03;0.0;Sí;Sí
147003;146868;0.0;invertida;402.29;402.29;402.29;0.0;Sí;Sí
148128;148098;0.0;invertida;194.23;194.23;194.23;0.0;Sí;Sí
149305;149277;0.0;invertida;597.77;597.77;597.77;0.0;Sí;Sí
148322;148355;0.0;invertida;145.26;145.26;145.26;0.0;Sí;Sí
148355;148388;0.0;invertida;199.3;199.3;199.3;0.0;Sí;Sí
149360;149371;0.0;invertida;89.18;89.18;89.18;0.0;Sí;Sí
143608;143577;0.0;invertida;218.34;218.34;218.34;0.0;Sí;Sí
143868;143886;0.0;invertida;157.23;157.23;157.23;0.0;Sí;Sí
147864;147359;0.0;invertida;1406.15;1406.15;1406.15;0.0;Sí;Sí
148184;148173;0.0;invertida;41.17;41.17;41.17;0.0;Sí;Sí
148485;146758;0.0;invertida;9658.68;9658.68;9658.68;0.0;Sí;Sí
147889;147794;0.0;invertida;250.3;250.3;250.3;0.0;Sí;Sí
149253;148655;0.0;invertida;4528.14;4528.14;4528.14;0.0;Sí;Sí
149521;149515;0.0;invertida;52.0;52.0;52.0;0.0;Sí;Sí
143434;143658;0.0;invertida;1587.33;1587.33;1587.33;0.0;Sí;Sí
142347;142134;0.0;invertida;2216.32;2216.32;2216.32;0.0;Sí;Sí
148544;148553;0.0;invertida;60.01;60.01;60.01;0.0;Sí;Sí
147442;147390;0.0;invertida;159.26;159.26;159.26;0.0;Sí;Sí
148773;75103;0.0;invertida;395.58;395.58;395.58;0.0;Sí;Sí
144991;144975;0.0;invertida;1852.97;1852.97;1852.97;0.0;Sí;Sí
146801;146698;0.0;invertida;6475.17;6475.17;6475.17;0.0;Sí;Sí
147100;147262;0.0;invertida;452.37;452.37;452.37;0.0;Sí;Sí
148818;148867;0.0;invertida;499.59;499.59;499.59;0.0;Sí;Sí
146947;146965;0.0;invertida;52.77;52.77;52.77;0.0;Sí;Sí
146947;146949;0.0;invertida;61.23;61.23;61.23;0.0;Sí;Sí
148080;148082;0.0;invertida;195.13;195.13;195.13;0.0;Sí;Sí
145602;145564;0.0;invertida;372.66;372.66;372.66;0.0;Sí;Sí
148262;148255;0.0;invertida;40.38;40.38;40.38;0.0;Sí;Sí
148299;148655;0.0;invertida;1550.11;1550.11;1550.11;0.0;Sí;Sí
148676;148655;0.0;invertida;3597.51;3597.51;3597.51;0.0;Sí;Sí
150744;150599;0.0;invertida;2248.47;2248.47;2248.47;0.0;Sí;Sí
148586;148587;0.0;invertida;29.61;29.61;29.61;0.0;Sí;Sí
148033;148070;0.0;invertida;370.16;370.16;370.16;0.0;Sí;Sí
149077;149087;0.0;invertida;235.26;235.26;235.26;0.0;Sí;Sí
147225;147180;0.0;invertida;80.31;80.31;80.31;0.0;Sí;Sí
148732;148717;0.0;invertida;343.14;343.14;343.14;0.0;Sí;Sí
148817;148889;0.0;invertida;404.97;404.97;404.97;0.0;Sí;Sí
146054;145958;0.0;invertida;485.16;485.16;485.16;0.0;Sí;Sí
143160;143210;0.0;invertida;2.88;2.88;2.88;0.0;Sí;Sí
147667;75116;0.0;invertida;457.4;457.4;457.4;0.0;Sí;Sí
147696;147562;0.0;invertida;545.78;545.78;545.78;0.0;Sí;Sí
148480;148433;0.0;invertida;188.84;188.84;188.84;0.0;Sí;Sí
145593;145659;0.0;invertida;244.99;244.99;244.99;0.0;Sí;Sí
148618;148626;0.0;invertida;124.53;124.53;124.53;0.0;Sí;Sí
148393;148415;0.0;invertida;104.72;104.72;104.72;0.0;Sí;Sí
147698;75116;0.0;invertida;222.26;222.26;222.26;0.0;Sí;Sí
145514;145564;0.0;invertida;435.98;435.98;435.98;0.0;Sí;Sí
148897;148975;0.0;invertida;1003.38;1003.38;1003.38;0.0;Sí;Sí
150362;150372;0.0;invertida;81.8;81.8;81.8;0.0;Sí;Sí
145992;145882;0.0;invertida;585.36;585.36;585.36;0.0;Sí;Sí
146665;146677;0.0;invertida;40.14;40.14;40.14;0.0;Sí;Sí
146409;146036;0.0;invertida;3299.67;3299.67;3299.67;0.0;Sí;Sí
150994;150957;0.0;invertida;20.26;20.26;20.26;0.0;Sí;Sí
148322;148278;0.0;invertida;166.55;166.55;166.55;0.0;Sí;Sí
147899;147917;0.0;invertida;50.36;50.36;50.36;0.0;Sí;Sí
146629;146783;0.0;invertida;551.11;551.11;551.11;0.0;Sí;Sí
146706;146732;0.0;invertida;199.51;199.51;199.51;0.0;Sí;Sí
149464;149457;0.0;invertida;300.31;300.31;300.31;0.0;Sí;Sí
146666;146662;0.0;invertida;36.17;36.17;36.17;0.0;Sí;Sí
148402;148370;0.0;invertida;178.27;178.27;178.27;0.0;Sí;Sí
146849;146886;0.0;invertida;168.99;168.99;168.99;0.0;Sí;Sí
147924;147958;0.0;invertida;153.44;153.44;153.44;0.0;Sí;Sí
143856;144023;0.0;invertida;2879.63;2879.63;2879.63;0.0;Sí;Sí
151986;152190;0.0;invertida;2201.19;2201.19;2201.19;0.0;Sí;Sí
143494;142815;0.0;invertida;3914.24;3914.24;3914.24;0.0;Sí;Sí
151531;151559;0.0;invertida;353.41;353.41;353.41;0.0;Sí;Sí
145428;145222;0.0;invertida;1166.07;1166.07;1166.07;0.0;Sí;Sí
148400;148383;0.0;invertida;95.37;95.37;95.37;0.0;Sí;Sí
146424;146406;0.0;invertida;174.03;174.03;174.03;0.0;Sí;Sí
148347;148327;0.0;invertida;133.22;133.22;133.22;0.0;Sí;Sí
75107;147197;0.0;invertida;70.58;70.58;70.58;0.0;Sí;Sí
147676;147621;0.0;invertida;150.34;150.34;150.34;0.0;Sí;Sí
149531;149557;0.0;invertida;309.8;309.8;309.8;0.0;Sí;Sí
146728;146800;0.0;invertida;222.03;222.03;222.03;0.0;Sí;Sí
146977;146925;0.0;invertida;174.12;174.12;174.12;0.0;Sí;Sí
143803;143815;0.0;invertida;187.61;187.61;187.61;0.0;Sí;Sí
146450;146444;0.0;invertida;520.57;520.57;520.57;0.0;Sí;Sí
146617;146606;0.0;invertida;412.6;412.6;412.6;0.0;Sí;Sí
146474;146508;0.0;invertida;150.1;150.1;150.1;0.0;Sí;Sí
147681;147563;0.0;invertida;331.79;331.79;331.79;0.0;Sí;Sí
147994;147974;0.0;invertida;687.47;687.47;687.47;0.0;Sí;Sí
145385;145555;0.0;invertida;825.63;825.63;825.63;0.0;Sí;Sí
147990;148095;0.0;invertida;271.07;271.07;271.07;0.0;Sí;Sí
148066;148093;0.0;invertida;123.23;123.23;123.23;0.0;Sí;Sí
145603;145597;0.0;invertida;85.98;85.98;85.98;0.0;Sí;Sí
147963;148044;0.0;invertida;3024.79;3024.79;3024.79;0.0;Sí;Sí
144914;145022;0.0;invertida;550.52;550.52;550.52;0.0;Sí;Sí
146714;146735;0.0;invertida;125.14;125.14;125.14;0.0;Sí;Sí
143952;144000;0.0;invertida;612.69;612.69;612.69;0.0;Sí;Sí
146940;147252;0.0;invertida;910.78;910.78;910.78;0.0;Sí;Sí
148200;148219;0.0;invertida;54.69;54.69;54.69;0.0;Sí;Sí
148484;148415;0.0;invertida;237.95;237.95;237.95;0.0;Sí;Sí
149500;149511;0.0;invertida;70.04;70.04;70.04;0.0;Sí;Sí
208074;119421;0.0;invertida;25.11;25.11;25.11;0.0;Sí;Sí
143666;143724;0.0;invertida;816.82;816.82;816.82;0.0;Sí;Sí
145882;145740;0.0;invertida;492.75;492.75;492.75;0.0;Sí;Sí
146586;146629;0.0;invertida;180.96;180.96;180.96;0.0;Sí;Sí
149626;149645;0.0;invertida;125.03;125.03;125.03;0.0;Sí;Sí
144432;144338;0.0;invertida;868.41;868.41;868.41;0.0;Sí;Sí
143856;143767;0.0;invertida;623.72;623.72;623.72;0.0;Sí;Sí
148708;148717;0.0;invertida;182.68;182.68;182.68;0.0;Sí;Sí
148233;208389;0.0;invertida;33.38;33.38;33.38;0.0;Sí;Sí
148152;148062;0.0;invertida;692.07;692.07;692.07;0.0;Sí;Sí
146497;146465;0.0;invertida;629.43;629.43;629.43;0.0;Sí;Sí
148033;147849;0.0;invertida;508.43;508.43;508.43;0.0;Sí;Sí
151594;151531;0.0;invertida;274.82;274.82;274.82;0.0;Sí;Sí
147716;147695;0.0;invertida;651.08;651.08;651.08;0.0;Sí;Sí
147393;147187;0.0;invertida;371.05;371.05;371.05;0.0;Sí;Sí
146757;146718;0.0;invertida;147.86;147.86;147.86;0.0;Sí;Sí
147205;147407;0.0;invertida;422.42;422.42;422.42;0.0;Sí;Sí
148746;148743;0.0;invertida;74.92;74.92;74.92;0.0;Sí;Sí
149200;149329;0.0;invertida;1058.64;1058.64;1058.64;0.0;Sí;Sí
147571;147607;0.0;invertida;130.91;130.91;130.91;0.0;Sí;Sí
147139;147127;0.0;invertida;41.25;41.25;41.25;0.0;Sí;Sí
150976;150292;0.0;invertida;4050.91;4050.91;4050.91;0.0;Sí;Sí
148665;148686;0.0;invertida;2127.71;2127.71;2127.71;0.0;Sí;Sí
146835;146868;0.0;invertida;101.18;101.18;101.18;0.0;Sí;Sí
147721;147716;0.0;invertida;433.57;433.57;433.57;0.0;Sí;Sí
144852;144870;0.0;invertida;120.57;120.57;120.57;0.0;Sí;Sí
148980;149004;0.0;invertida;449.24;449.24;449.24;0.0;Sí;Sí
149297;149473;0.0;invertida;1436.13;1436.13;1436.13;0.0;Sí;Sí
144432;144467;0.0;invertida;376.76;376.76;376.76;0.0;Sí;Sí
148787;148791;0.0;invertida;23.21;23.21;23.21;0.0;Sí;Sí
148259;148251;0.0;invertida;325.93;325.93;325.93;0.0;Sí;Sí
