nodei;nodej;frechet_m;direccion;longitud1_m;longitud2_m;longitud_promedio_m;diferencia_relativa_pct;duplicadas;atributos_iguales
144552;144575;0.0;invertida;138.57;138.57;138.57;0.0;Sí;Sí
149067;149111;0.0;invertida;415.46;415.46;415.46;0.0;Sí;Sí
144657;144685;0.0;invertida;286.49;286.49;286.49;0.0;Sí;Sí
150324;150134;0.0;invertida;1166.02;1166.02;1166.02;0.0;Sí;Sí
150083;150095;0.0;invertida;120.52;120.52;120.52;0.0;Sí;Sí
149297;149092;0.0;invertida;1655.9;1655.9;1655.9;0.0;Sí;Sí
142724;142815;0.0;invertida;1404.33;1404.33;1404.33;0.0;Sí;Sí
143525;142278;0.0;invertida;9810.32;9810.32;9810.32;0.0;Sí;Sí
144953;145055;0.0;invertida;433.96;433.96;433.96;0.0;Sí;Sí
146728;146718;0.0;invertida;55.56;55.56;55.56;0.0;Sí;Sí
146979;146989;0.0;invertida;70.48;70.48;70.48;0.0;Sí;Sí
148306;148322;0.0;invertida;382.94;382.94;382.94;0.0;Sí;Sí
147657;147643;0.0;invertida;29.86;29.86;29.86;0.0;Sí;Sí
149803;149749;0.0;invertida;493.33;493.33;493.33;0.0;Sí;Sí
144752;144975;0.0;invertida;1546.86;1546.86;1546.86;0.0;Sí;Sí
75120;148208;0.0;invertida;329.08;329.08;329.08;0.0;Sí;Sí
145973;145982;0.0;invertida;40.35;40.35;40.35;0.0;Sí;Sí
147658;147638;0.0;invertida;114.3;114.3;114.3;0.0;Sí;Sí
75110;148943;0.0;invertida;160.1;160.1;160.1;0.0;Sí;Sí
146681;146697;0.0;invertida;59.89;59.89;59.89;0.0;Sí;Sí
143545;143653;0.0;invertida;984.61;984.61;984.61;0.0;Sí;Sí
145760;146353;0.0;invertida;3325.88;3325.88;3325.88;0.0;Sí;Sí
151986;151594;0.0;invertida;3325.26;3325.26;3325.26;0.0;Sí;Sí
146952;146973;0.0;invertida;64.89;64.89;64.89;0.0;Sí;Sí
146560;146551;0.0;invertida;127.94;127.94;127.94;0.0;Sí;Sí
149802;149804;0.0;invertida;63.22;63.22;63.22;0.0;Sí;Sí
146483;146484;0.0;invertida;106.97;106.97;106.97;0.0;Sí;Sí
148809;148238;0.0;invertida;5094.21;5094.21;5094.21;0.0;Sí;Sí
142144;142145;0.0;invertida;28.88;28.88;28.88;0.0;Sí;Sí
147892;147911;0.0;invertida;46.85;46.85;46.85;0.0;Sí;Sí
147698;147597;0.0;invertida;414.24;414.24;414.24;0.0;Sí;Sí
148584;148564;0.0;invertida;81.55;81.55;81.55;0.0;Sí;Sí
146627;146596;0.0;invertida;152.93;152.93;152.93;0.0;Sí;Sí
146592;75117;0.0;invertida;186.75;186.75;186.75;0.0;Sí;Sí
150018;150074;0.0;invertida;716.54;716.54;716.54;0.0;Sí;Sí
146932;146967;0.0;invertida;381.42;381.42;381.42;0.0;Sí;Sí
144320;144437;0.0;invertida;2447.69;2447.69;2447.69;0.0;Sí;Sí
148200;148208;0.0;invertida;78.65;78.65;78.65;0.0;Sí;Sí
146562;146580;0.0;invertida;174.74;174.74;174.74;0.0;Sí;Sí
145450;145435;0.0;invertida;955.73;955.73;955.73;0.0;Sí;Sí
149457;149473;0.0;invertida;465.03;465.03;465.03;0.0;Sí;Sí
149090;149235;0.0;invertida;2815.69;2815.69;2815.69;0.0;Sí;Sí
146155;146229;0.0;invertida;366.04;366.04;366.04;0.0;Sí;Sí
147702;147407;0.0;invertida;809.11;809.11;809.11;0.0;Sí;Sí
148419;148423;0.0;invertida;170.26;170.26;170.26;0.0;Sí;Sí
149000;149192;0.0;invertida;1434.54;1434.54;1434.54;0.0;Sí;Sí
146865;146868;0.0;invertida;27.72;27.72;27.72;0.0;Sí;Sí
150498;150526;0.0;invertida;101.95;101.95;101.95;0.0;Sí;Sí
148968;148983;0.0;invertida;264.33;264.33;264.33;0.0;Sí;Sí
148428;148567;0.0;invertida;2027.66;2027.66;2027.66;0.0;Sí;Sí
146817;146783;0.0;invertida;112.8;112.8;112.8;0.0;Sí;Sí
148262;148319;0.0;invertida;150.76;150.76;150.76;0.0;Sí;Sí
144576;144543;0.0;invertida;2048.71;2048.71;2048.71;0.0;Sí;Sí
143930;143926;0.0;invertida;58.15;58.15;58.15;0.0;Sí;Sí
144978;144363;0.0;invertida;6893.81;6893.81;6893.81;0.0;Sí;Sí
148529;148690;0.0;invertida;1730.14;1730.14;1730.14;0.0;Sí;Sí
148259;148261;0.0;invertida;10.45;10.45;10.45;0.0;Sí;Sí
147754;75108;0.0;invertida;383.4;383.4;383.4;0.0;Sí;Sí
150201;150267;0.0;invertida;421.95;421.95;421.95;0.0;Sí;Sí
208425;147101;0.0;invertida;111.85;111.85;111.85;0.0;Sí;Sí
148171;148095;0.0;invertida;207.93;207.93;207.93;0.0;Sí;Sí
143827;143855;0.0;invertida;129.43;129.43;129.43;0.0;Sí;Sí
145928;145852;0.0;invertida;314.96;314.96;314.96;0.0;Sí;Sí
143634;143525;0.0;invertida;2233.47;2233.47;2233.47;0.0;Sí;Sí
146952;146892;0.0;invertida;185.08;185.08;185.08;0.0;Sí;Sí
147233;147188;0.0;invertida;69.95;69.95;69.95;0.0;Sí;Sí
148182;148118;0.0;invertida;209.88;209.88;209.88;0.0;Sí;Sí
149774;149847;0.0;invertida;4431.56;4431.56;4431.56;0.0;Sí;Sí
149561;149530;0.0;invertida;218.52;218.52;218.52;0.0;Sí;Sí
144961;145260;0.0;invertida;1256.6;1256.6;1256.6;0.0;Sí;Sí
143840;143815;0.0;invertida;144.45;144.45;144.45;0.0;Sí;Sí
144021;143958;0.0;invertida;730.29;730.29;730.29;0.0;Sí;Sí
146652;146654;0.0;invertida;252.96;252.96;252.96;0.0;Sí;Sí
145808;145358;0.0;invertida;2136.63;2136.63;2136.63;0.0;Sí;Sí
143861;143855;0.0;invertida;30.87;30.87;30.87;0.0;Sí;Sí
147866;147892;0.0;invertida;59.37;59.37;59.37;0.0;Sí;Sí
148288;148316;0.0;invertida;79.74;79.74;79.74;0.0;Sí;Sí
149235;149253;0.0;invertida;354.01;354.01;354.01;0.0;Sí;Sí
148305;148295;0.0;invertida;171.16;171.16;171.16;0.0;Sí;Sí
148520;148548;0.0;invertida;295.04;295.04;295.04;0.0;Sí;Sí
147185;147243;0.0;invertida;102.24;102.24;102.24;0.0;Sí;Sí
146118;145927;0.0;invertida;1299.01;1299.01;1299.01;0.0;Sí;Sí
147280;147298;0.0;invertida;97.63;97.63;97.63;0.0;Sí;Sí
148872;148871;0.0;invertida;105.8;105.8;105.8;0.0;Sí;Sí
146690;75117;0.0;invertida;206.66;206.66;206.66;0.0;Sí;Sí
146757;146791;0.0;invertida;91.43;91.43;91.43;0.0;Sí;Sí
145938;145973;0.0;invertida;212.37;212.37;212.37;0.0;Sí;Sí
147707;147807;0.0;invertida;359.19;359.19;359.19;0.0;Sí;Sí
150292;150285;0.0;invertida;59.98;59.98;59.98;0.0;Sí;Sí
148352;148364;0.0;invertida;41.85;41.85;41.85;0.0;Sí;Sí
146115;146133;0.0;invertida;200.1;200.1;200.1;0.0;Sí;Sí
150833;151037;0.0;invertida;1846.34;1846.34;1846.34;0.0;Sí;Sí
146973;146991;0.0;invertida;45.55;45.55;45.55;0.0;Sí;Sí
149507;149675;0.0;invertida;2783.01;2783.01;2783.01;0.0;Sí;Sí
147282;147189;0.0;invertida;316.69;316.69;316.69;0.0;Sí;Sí
148428;148134;0.0;invertida;1029.01;1029.01;1029.01;0.0;Sí;Sí
149116;149111;0.0;invertida;84.28;84.28;84.28;0.0;Sí;Sí
147341;147574;0.0;invertida;761.17;761.17;761.17;0.0;Sí;Sí
147085;146991;0.0;invertida;384.16;384.16;384.16;0.0;Sí;Sí
150296;150301;0.0;invertida;89.93;89.93;89.93;0.0;Sí;Sí
147672;147596;0.0;invertida;326.96;326.96;326.96;0.0;Sí;Sí
207930;147971;0.0;invertida;274.34;274.34;274.34;0.0;Sí;Sí
146907;147013;0.0;invertida;398.13;398.13;398.13;0.0;Sí;Sí
147638;147623;0.0;invertida;25.97;25.97;25.97;0.0;Sí;Sí
147657;147937;0.0;invertida;773.87;773.87;773.87;0.0;Sí;Sí
145537;145524;0.0;invertida;400.23;400.23;400.23;0.0;Sí;Sí
149473;149647;0.0;invertida;1245.95;1245.95;1245.95;0.0;Sí;Sí
147529;147597;0.0;invertida;303.71;303.71;303.71;0.0;Sí;Sí
147625;147605;0.0;invertida;155.49;155.49;155.49;0.0;Sí;Sí
143620;143829;0.0;invertida;2119.06;2119.06;2119.06;0.0;Sí;Sí
146523;146333;0.0;invertida;1469.65;1469.65;1469.65;0.0;Sí;Sí
143958;143886;0.0;invertida;766.57;766.57;766.57;0.0;Sí;Sí
150565;150271;0.0;invertida;2437.79;2437.79;2437.79;0.0;Sí;Sí
143585;143596;0.0;invertida;77.5;77.5;77.5;0.0;Sí;Sí
146186;146095;0.0;invertida;1363.87;1363.87;1363.87;0.0;Sí;Sí
146488;146482;0.0;invertida;506.45;506.45;506.45;0.0;Sí;Sí
147984;147946;0.0;invertida;124.43;124.43;124.43;0.0;Sí;Sí
148140;148253;0.0;invertida;677.9;677.9;677.9;0.0;Sí;Sí
144044;144013;0.0;invertida;500.47;500.47;500.47;0.0;Sí;Sí
146879;146839;0.0;invertida;121.05;121.05;121.05;0.0;Sí;Sí
146754;146908;0.0;invertida;625.18;625.18;625.18;0.0;Sí;Sí
147049;147052;0.0;invertida;422.27;422.27;422.27;0.0;Sí;Sí
147719;146791;0.0;invertida;3415.22;3415.22;3415.22;0.0;Sí;Sí
146987;147182;0.0;invertida;638.11;638.11;638.11;0.0;Sí;Sí
148400;148433;0.0;invertida;166.41;166.41;166.41;0.0;Sí;Sí
149569;149571;0.0;invertida;239.55;239.55;239.55;0.0;Sí;Sí
149051;148958;0.0;invertida;1451.28;1451.28;1451.28;0.0;Sí;Sí
146420;146414;0.0;invertida;48.33;48.33;48.33;0.0;Sí;Sí
147698;75115;0.0;invertida;142.36;142.36;142.36;0.0;Sí;Sí
148354;148383;0.0;invertida;190.41;190.41;190.41;0.0;Sí;Sí
146282;146229;0.0;invertida;288.42;288.42;288.42;0.0;Sí;Sí
149008;149046;0.0;invertida;321.79;321.79;321.79;0.0;Sí;Sí
147950;147911;0.0;invertida;179.35;179.35;179.35;0.0;Sí;Sí
146353;146465;0.0;invertida;1123.78;1123.78;1123.78;0.0;Sí;Sí
146346;146339;0.0;invertida;78.86;78.86;78.86;0.0;Sí;Sí
146794;146999;0.0;invertida;620.66;620.66;620.66;0.0;Sí;Sí
149561;149573;0.0;invertida;65.35;65.35;65.35;0.0;Sí;Sí
149351;149343;0.0;invertida;239.14;239.14;239.14;0.0;Sí;Sí
149209;149203;0.0;invertida;90.04;90.04;90.04;0.0;Sí;Sí
148971;148972;0.0;invertida;310.3;310.3;310.3;0.0;Sí;Sí
147152;147165;0.0;invertida;187.53;187.53;187.53;0.0;Sí;Sí
148434;148422;0.0;invertida;61.31;61.31;61.31;0.0;Sí;Sí
148530;148316;0.0;invertida;781.73;781.73;781.73;0.0;Sí;Sí
150603;150599;0.0;invertida;267.34;267.34;267.34;0.0;Sí;Sí
147976;147964;0.0;invertida;107.6;107.6;107.6;0.0;Sí;Sí
208219;146998;0.0;invertida;256.55;256.55;256.55;0.0;Sí;Sí
148784;148797;0.0;invertida;2763.33;2763.33;2763.33;0.0;Sí;Sí
148866;148851;0.0;invertida;153.88;153.88;153.88;0.0;Sí;Sí
143803;143806;0.0;invertida;800.14;800.14;800.14;0.0;Sí;Sí
146690;146835;0.0;invertida;484.34;484.34;484.34;0.0;Sí;Sí
148204;148126;0.0;invertida;232.86;232.86;232.86;0.0;Sí;Sí
147950;147990;0.0;invertida;135.73;135.73;135.73;0.0;Sí;Sí
143804;143724;0.0;invertida;682.65;682.65;682.65;0.0;Sí;Sí
147298;147366;0.0;invertida;418.24;418.24;418.24;0.0;Sí;Sí
148480;75105;0.0;invertida;71.52;71.52;71.52;0.0;Sí;Sí
148278;148255;0.0;invertida;547.25;547.25;547.25;0.0;Sí;Sí
146283;146333;0.0;invertida;530.64;530.64;530.64;0.0;Sí;Sí
148299;148214;0.0;invertida;479.81;479.81;479.81;0.0;Sí;Sí
146620;146647;0.0;invertida;174.99;174.99;174.99;0.0;Sí;Sí
146235;145519;0.0;invertida;3490.51;3490.51;3490.51;0.0;Sí;Sí
148650;148691;0.0;invertida;792.18;792.18;792.18;0.0;Sí;Sí
148089;148100;0.0;invertida;550.63;550.63;550.63;0.0;Sí;Sí
148232;148210;0.0;invertida;221.59;221.59;221.59;0.0;Sí;Sí
147345;146982;0.0;invertida;1.02;1.02;1.02;0.0;Sí;Sí
146600;146901;0.0;invertida;1247.57;1247.57;1247.57;0.0;Sí;Sí
143411;142507;0.0;invertida;6171.24;6171.24;6171.24;0.0;Sí;Sí
146477;146486;0.0;invertida;114.91;114.91;114.91;0.0;Sí;Sí
148376;148451;0.0;invertida;281.96;281.96;281.96;0.0;Sí;Sí
146666;146698;0.0;invertida;374.59;374.59;374.59;0.0;Sí;Sí
147573;147605;0.0;invertida;125.36;125.36;125.36;0.0;Sí;Sí
147914;148007;0.0;invertida;465.78;465.78;465.78;0.0;Sí;Sí
146006;145974;0.0;invertida;310.68;310.68;310.68;0.0;Sí;Sí
147186;75111;0.0;invertida;181.24;181.24;181.24;0.0;Sí;Sí
146215;146095;0.0;invertida;1006.39;1006.39;1006.39;0.0;Sí;Sí
149153;149163;0.0;invertida;101.28;101.28;101.28;0.0;Sí;Sí
148442;148511;0.0;invertida;527.18;527.18;527.18;0.0;Sí;Sí
147520;147534;0.0;invertida;87.48;87.48;87.48;0.0;Sí;Sí
143569;143836;0.0;invertida;1.06;1.06;1.06;0.0;Sí;Sí
146506;146591;0.0;invertida;305.57;305.57;305.57;0.0;Sí;Sí
145619;145614;0.0;invertida;150.58;150.58;150.58;0.0;Sí;Sí
148432;148427;0.0;invertida;295.67;295.67;295.67;0.0;Sí;Sí
148284;148206;0.0;invertida;416.32;416.32;416.32;0.0;Sí;Sí
148900;148686;0.0;invertida;1091.94;1091.94;1091.94;0.0;Sí;Sí
147924;147876;0.0;invertida;614.57;614.57;614.57;0.0;Sí;Sí
148442;148506;0.0;invertida;548.88;548.88;548.88;0.0;Sí;Sí
149018;149003;0.0;invertida;682.85;682.85;682.85;0.0;Sí;Sí
142275;142134;0.0;invertida;2770.2;2770.2;2770.2;0.0;Sí;Sí
146314;146319;0.0;invertida;31.85;31.85;31.85;0.0;Sí;Sí
146601;146623;0.0;invertida;87.57;87.57;87.57;0.0;Sí;Sí
146588;146589;0.0;invertida;63.96;63.96;63.96;0.0;Sí;Sí
148629;148637;0.0;invertida;93.39;93.39;93.39;0.0;Sí;Sí
148873;148887;0.0;invertida;343.78;343.78;343.78;0.0;Sí;Sí
75107;147054;0.0;invertida;303.23;303.23;303.23;0.0;Sí;Sí
148115;148181;0.0;invertida;179.52;179.52;179.52;0.0;Sí;Sí
146523;146535;0.0;invertida;148.14;148.14;148.14;0.0;Sí;Sí
148105;148186;0.0;invertida;251.17;251.17;251.17;0.0;Sí;Sí
148250;148251;0.0;invertida;78.87;78.87;78.87;0.0;Sí;Sí
147993;147917;0.0;invertida;243.42;243.42;243.42;0.0;Sí;Sí
149529;149530;0.0;invertida;32.12;32.12;32.12;0.0;Sí;Sí
148288;148295;0.0;invertida;74.74;74.74;74.74;0.0;Sí;Sí
148577;148622;0.0;invertida;853.01;853.01;853.01;0.0;Sí;Sí
148426;148388;0.0;invertida;179.94;179.94;179.94;0.0;Sí;Sí
145260;145423;0.0;invertida;894.79;894.79;894.79;0.0;Sí;Sí
145435;145438;0.0;invertida;50.38;50.38;50.38;0.0;Sí;Sí
148082;148109;0.0;invertida;201.81;201.81;201.81;0.0;Sí;Sí
147696;147676;0.0;invertida;91.14;91.14;91.14;0.0;Sí;Sí
143568;143634;0.0;invertida;409.09;409.09;409.09;0.0;Sí;Sí
148987;149014;0.0;invertida;1910.17;1910.17;1910.17;0.0;Sí;Sí
149676;149645;0.0;invertida;326.62;326.62;326.62;0.0;Sí;Sí
147180;147175;0.0;invertida;39.64;39.64;39.64;0.0;Sí;Sí
146821;146839;0.0;invertida;73.33;73.33;73.33;0.0;Sí;Sí
147619;147772;0.0;invertida;485.39;485.39;485.39;0.0;Sí;Sí
147681;147726;0.0;invertida;163.66;163.66;163.66;0.0;Sí;Sí
149496;149357;0.0;invertida;1513.1;1513.1;1513.1;0.0;Sí;Sí
207947;149612;0.0;invertida;1240.27;1240.27;1240.27;0.0;Sí;Sí
148250;148255;0.0;invertida;132.02;132.02;132.02;0.0;Sí;Sí
144576;144704;0.0;invertida;811.03;811.03;811.03;0.0;Sí;Sí
143667;144059;0.0;invertida;3994.88;3994.88;3994.88;0.0;Sí;Sí
148008;148033;0.0;invertida;422.21;422.21;422.21;0.0;Sí;Sí
144576;144318;0.0;invertida;1688.07;1688.07;1688.07;0.0;Sí;Sí
148618;148614;0.0;invertida;98.79;98.79;98.79;0.0;Sí;Sí
145584;145760;0.0;invertida;788.55;788.55;788.55;0.0;Sí;Sí
151224;151332;0.0;invertida;4790.67;4790.67;4790.67;0.0;Sí;Sí
148377;148370;0.0;invertida;300.8;300.8;300.8;0.0;Sí;Sí
150593;150301;0.0;invertida;1611.09;1611.09;1611.09;0.0;Sí;Sí
148380;148334;0.0;invertida;289.87;289.87;289.87;0.0;Sí;Sí
148172;148173;0.0;invertida;12.43;12.43;12.43;0.0;Sí;Sí
145808;146357;0.0;invertida;4358.94;4358.94;4358.94;0.0;Sí;Sí
149690;149675;0.0;invertida;165.71;165.71;165.71;0.0;Sí;Sí
143210;143349;0.0;invertida;703.01;703.01;703.01;0.0;Sí;Sí
144688;144694;0.0;invertida;59.75;59.75;59.75;0.0;Sí;Sí
147726;147751;0.0;invertida;117.67;117.67;117.67;0.0;Sí;Sí
143840;143868;0.0;invertida;142.02;142.02;142.02;0.0;Sí;Sí
144001;143653;0.0;invertida;3239.09;3239.09;3239.09;0.0;Sí;Sí
146370;146367;0.0;invertida;54.91;54.91;54.91;0.0;Sí;Sí
148092;148118;0.0;invertida;79.78;79.78;79.78;0.0;Sí;Sí
149653;149662;0.0;invertida;176.56;176.56;176.56;0.0;Sí;Sí
149850;149847;0.0;invertida;624.94;624.94;624.94;0.0;Sí;Sí
147571;147413;0.0;invertida;450.09;450.09;450.09;0.0;Sí;Sí
148650;148643;0.0;invertida;130.54;130.54;130.54;0.0;Sí;Sí
146586;146579;0.0;invertida;35.42;35.42;35.42;0.0;Sí;Sí
148817;148899;0.0;invertida;3098.41;3098.41;3098.41;0.0;Sí;Sí
149346;149359;0.0;invertida;751.18;751.18;751.18;0.0;Sí;Sí
148921;148887;0.0;invertida;925.54;925.54;925.54;0.0;Sí;Sí
148877;148871;0.0;invertida;261.27;261.27;261.27;0.0;Sí;Sí
148879;148863;0.0;invertida;293.81;293.81;293.81;0.0;Sí;Sí
148872;148873;0.0;invertida;51.28;51.28;51.28;0.0;Sí;Sí
150776;150767;0.0;invertida;71.52;71.52;71.52;0.0;Sí;Sí
147936;147950;0.0;invertida;129.48;129.48;129.48;0.0;Sí;Sí
146837;146807;0.0;invertida;185.0;185.0;185.0;0.0;Sí;Sí
144303;144263;0.0;invertida;1758.33;1758.33;1758.33;0.0;Sí;Sí
148069;148053;0.0;invertida;279.53;279.53;279.53;0.0;Sí;Sí
148827;148676;0.0;invertida;4.36;4.36;4.36;0.0;Sí;Sí
146627;146774;0.0;invertida;550.01;550.01;550.01;0.0;Sí;Sí
148636;148639;0.0;invertida;63.74;63.74;63.74;0.0;Sí;Sí
148393;148319;0.0;invertida;270.91;270.91;270.91;0.0;Sí;Sí
148209;148241;0.0;invertida;260.49;260.49;260.49;0.0;Sí;Sí
143753;143724;0.0;invertida;383.13;383.13;383.13;0.0;Sí;Sí
147393;147745;0.0;invertida;1165.93;1165.93;1165.93;0.0;Sí;Sí
148826;148974;0.0;invertida;987.62;987.62;987.62;0.0;Sí;Sí
149667;149675;0.0;invertida;870.68;870.68;870.68;0.0;Sí;Sí
149000;148974;0.0;invertida;314.04;314.04;314.04;0.0;Sí;Sí
145617;145991;0.0;invertida;1693.34;1693.34;1693.34;0.0;Sí;Sí
149253;149270;0.0;invertida;124.5;124.5;124.5;0.0;Sí;Sí
147596;147390;0.0;invertida;909.71;909.71;909.71;0.0;Sí;Sí
146774;146783;0.0;invertida;82.53;82.53;82.53;0.0;Sí;Sí
146554;146773;0.0;invertida;1086.8;1086.8;1086.8;0.0;Sí;Sí
148544;148545;0.0;invertida;85.08;85.08;85.08;0.0;Sí;Sí
146280;146283;0.0;invertida;96.33;96.33;96.33;0.0;Sí;Sí
146506;146509;0.0;invertida;2890.38;2890.38;2890.38;0.0;Sí;Sí
208074;147518;0.0;invertida;256.81;256.81;256.81;0.0;Sí;Sí
145235;144869;0.0;invertida;1888.7;1888.7;1888.7;0.0;Sí;Sí
147851;147878;0.0;invertida;354.41;354.41;354.41;0.0;Sí;Sí
146801;146764;0.0;invertida;80.47;80.47;80.47;0.0;Sí;Sí
144736;144701;0.0;invertida;459.05;459.05;459.05;0.0;Sí;Sí
147370;147252;0.0;invertida;541.06;541.06;541.06;0.0;Sí;Sí
208389;148206;0.0;invertida;292.91;292.91;292.91;0.0;Sí;Sí
147091;147127;0.0;invertida;349.34;349.34;349.34;0.0;Sí;Sí
148282;148371;0.0;invertida;353.64;353.64;353.64;0.0;Sí;Sí
150616;150593;0.0;invertida;100.24;100.24;100.24;0.0;Sí;Sí
146754;146471;0.0;invertida;1284.46;1284.46;1284.46;0.0;Sí;Sí
147833;147807;0.0;invertida;81.55;81.55;81.55;0.0;Sí;Sí
147721;147730;0.0;invertida;215.22;215.22;215.22;0.0;Sí;Sí
149618;149637;0.0;invertida;198.16;198.16;198.16;0.0;Sí;Sí
148070;147846;0.0;invertida;616.42;616.42;616.42;0.0;Sí;Sí
142507;142223;0.0;invertida;3397.55;3397.55;3397.55;0.0;Sí;Sí
143716;143735;0.0;invertida;142.87;142.87;142.87;0.0;Sí;Sí
146649;146660;0.0;invertida;38.91;38.91;38.91;0.0;Sí;Sí
147068;147029;0.0;invertida;120.88;120.88;120.88;0.0;Sí;Sí
143942;143951;0.0;invertida;115.05;115.05;115.05;0.0;Sí;Sí
146928;147345;0.0;invertida;2275.96;2275.96;2275.96;0.0;Sí;Sí
149675;149637;0.0;invertida;252.12;252.12;252.12;0.0;Sí;Sí
148802;148839;0.0;invertida;206.79;206.79;206.79;0.0;Sí;Sí
149056;75109;0.0;invertida;408.64;408.64;408.64;0.0;Sí;Sí
144370;144379;0.0;invertida;96.64;96.64;96.64;0.0;Sí;Sí
145890;146316;0.0;invertida;2533.86;2533.86;2533.86;0.0;Sí;Sí
146304;146282;0.0;invertida;358.48;358.48;358.48;0.0;Sí;Sí
145585;145610;0.0;invertida;105.59;105.59;105.59;0.0;Sí;Sí
151594;151332;0.0;invertida;3002.42;3002.42;3002.42;0.0;Sí;Sí
147504;147593;0.0;invertida;774.77;774.77;774.77;0.0;Sí;Sí
150346;150324;0.0;invertida;129.18;129.18;129.18;0.0;Sí;Sí
146575;146551;0.0;invertida;404.31;404.31;404.31;0.0;Sí;Sí
145600;145607;0.0;invertida;165.6;165.6;165.6;0.0;Sí;Sí
145524;145519;0.0;invertida;85.32;85.32;85.32;0.0;Sí;Sí
148752;148787;0.0;invertida;209.9;209.9;209.9;0.0;Sí;Sí
146907;146846;0.0;invertida;237.76;237.76;237.76;0.0;Sí;Sí
148241;148282;0.0;invertida;164.83;164.83;164.83;0.0;Sí;Sí
145656;145748;0.0;invertida;562.13;562.13;562.13;0.0;Sí;Sí
149913;149862;0.0;invertida;329.22;329.22;329.22;0.0;Sí;Sí
148542;148518;0.0;invertida;605.65;605.65;605.65;0.0;Sí;Sí
146123;145991;0.0;invertida;818.96;818.96;818.96;0.0;Sí;Sí
148752;75118;0.0;invertida;588.55;588.55;588.55;0.0;Sí;Sí
142815;75135;0.0;invertida;422.18;422.18;422.18;0.0;Sí;Sí
148987;149158;0.0;invertida;3392.39;3392.39;3392.39;0.0;Sí;Sí
144387;144379;0.0;invertida;262.23;262.23;262.23;0.0;Sí;Sí
147810;147791;0.0;invertida;193.29;193.29;193.29;0.0;Sí;Sí
144000;144303;0.0;invertida;2865.93;2865.93;2865.93;0.0;Sí;Sí
148491;148519;0.0;invertida;171.53;171.53;171.53;0.0;Sí;Sí
149521;149531;0.0;invertida;181.43;181.43;181.43;0.0;Sí;Sí
148843;75110;0.0;invertida;404.97;404.97;404.97;0.0;Sí;Sí
142148;142150;0.0;invertida;38.9;38.9;38.9;0.0;Sí;Sí
149003;148972;0.0;invertida;2050.19;2050.19;2050.19;0.0;Sí;Sí
144154;144261;0.0;invertida;631.21;631.21;631.21;0.0;Sí;Sí
75121;148746;0.0;invertida;1105.84;1105.84;1105.84;0.0;Sí;Sí
148066;148069;0.0;invertida;29.97;29.97;29.97;0.0;Sí;Sí
148553;148564;0.0;invertida;45.58;45.58;45.58;0.0;Sí;Sí
148626;148631;0.0;invertida;110.89;110.89;110.89;0.0;Sí;Sí
148585;148586;0.0;invertida;64.63;64.63;64.63;0.0;Sí;Sí
150074;150083;0.0;invertida;77.64;77.64;77.64;0.0;Sí;Sí
145385;145022;0.0;invertida;1893.45;1893.45;1893.45;0.0;Sí;Sí
147528;147899;0.0;invertida;1189.48;1189.48;1189.48;0.0;Sí;Sí
148201;148172;0.0;invertida;168.92;168.92;168.92;0.0;Sí;Sí
146646;147359;0.0;invertida;3.97;3.97;3.97;0.0;Sí;Sí
150018;149997;0.0;invertida;383.4;383.4;383.4;0.0;Sí;Sí
148958;148950;0.0;invertida;97.99;97.99;97.99;0.0;Sí;Sí
148036;148085;0.0;invertida;147.19;147.19;147.19;0.0;Sí;Sí
148728;148629;0.0;invertida;491.57;491.57;491.57;0.0;Sí;Sí
147730;147771;0.0;invertida;269.6;269.6;269.6;0.0;Sí;Sí
147764;147789;0.0;invertida;66.55;66.55;66.55;0.0;Sí;Sí
144617;144861;0.0;invertida;2568.32;2568.32;2568.32;0.0;Sí;Sí
146316;146367;0.0;invertida;461.08;461.08;461.08;0.0;Sí;Sí
147818;147789;0.0;invertida;94.05;94.05;94.05;0.0;Sí;Sí
147138;147091;0.0;invertida;194.39;194.39;194.39;0.0;Sí;Sí
146809;146818;0.0;invertida;84.13;84.13;84.13;0.0;Sí;Sí
147664;147757;0.0;invertida;511.56;511.56;511.56;0.0;Sí;Sí
148205;148238;0.0;invertida;140.18;140.18;140.18;0.0;Sí;Sí
148426;148405;0.0;invertida;175.69;175.69;175.69;0.0;Sí;Sí
146353;146409;0.0;invertida;1246.32;1246.32;1246.32;0.0;Sí;Sí
145428;145438;0.0;invertida;65.87;65.87;65.87;0.0;Sí;Sí
149464;149596;0.0;invertida;2209.87;2209.87;2209.87;0.0;Sí;Sí
143856;144055;0.0;invertida;2220.24;2220.24;2220.24;0.0;Sí;Sí
149064;149071;0.0;invertida;137.61;137.61;137.61;0.0;Sí;Sí
144001;143990;0.0;invertida;1004.19;1004.19;1004.19;0.0;Sí;Sí
144736;144794;0.0;invertida;451.22;451.22;451.22;0.0;Sí;Sí
146483;146501;0.0;invertida;104.79;104.79;104.79;0.0;Sí;Sí
150361;150346;0.0;invertida;98.41;98.41;98.41;0.0;Sí;Sí
148851;148759;0.0;invertida;497.47;497.47;497.47;0.0;Sí;Sí
142568;142145;0.0;invertida;7270.17;7270.17;7270.17;0.0;Sí;Sí
148392;148394;0.0;invertida;36.01;36.01;36.01;0.0;Sí;Sí
148053;148183;0.0;invertida;370.66;370.66;370.66;0.0;Sí;Sí
150377;150362;0.0;invertida;70.59;70.59;70.59;0.0;Sí;Sí
